Timestamp,SnappedLat,SnappedLon,Speed,ModeID,CauseID,Boarding,Alighting,OnBoard,KilometerPostID,FilePath,DistrictID,secDiff,distanceDiff
2026-02-24 16:00:13,18.4150506,120.5938258,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,,
2026-02-24 16:01:02,18.4150469,120.5938285,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,49,0.5004082845728601
2026-02-24 16:01:16,18.415049,120.5938333,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,14,0.5576489243268413
2026-02-24 16:01:25,18.4150445,120.5938362,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,9,0.5865018746549211
2026-02-24 16:01:28,18.4150471,120.5938307,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.6482893275093272
2026-02-24 16:01:34,18.4150504,120.5938257,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,6,0.6425797649079141
2026-02-24 16:01:52,18.415057,120.5938232,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,18,0.7798427816616257
2026-02-24 16:01:54,18.4150629,120.5938207,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.7070834686606686
2026-02-24 16:02:00,18.4150675,120.5938204,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,6,0.5124749522572091
2026-02-24 16:02:41,18.4150618,120.5938223,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,41,0.6647536582034689
2026-02-24 16:02:44,18.415058,120.5938196,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.509589712071722
2026-02-24 16:03:01,18.4150554,120.5938157,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,17,0.5028687381536684
2026-02-24 16:03:03,18.4150514,120.5938204,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.6661086603382751
2026-02-24 16:03:10,18.4150598,120.5938185,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,7,0.9553045471305668
2026-02-24 16:03:22,18.415064,120.5938165,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,12,0.5124727070087056
2026-02-24 16:03:38,18.4150571,120.5938231,3,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,16,1.036102058667983
2026-02-24 16:03:39,18.4150516,120.5938282,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.8145695619474614
2026-02-24 16:03:48,18.415056,120.5938294,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,9,0.505372071054386
2026-02-24 16:03:55,18.4150607,120.5938317,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,7,0.5762011376586335
2026-02-24 16:03:58,18.4150642,120.5938277,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.5740645301731352
2026-02-24 16:04:06,18.4150672,120.5938237,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,8,0.5379275661223758
2026-02-24 16:04:11,18.4150606,120.5938247,2,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,5,0.741430962363979
2026-02-24 16:04:13,18.4150579,120.5938287,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.5179026035116486
2026-02-24 16:04:23,18.4150572,120.5938215,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,10,0.763584502047798
2026-02-24 16:06:20,18.4150559,120.5938169,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,117,0.5063754686307448
2026-02-24 16:11:29,18.4150524,120.5938138,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,309,0.5083566589270154
2026-02-24 16:12:10,18.4150529,120.5938082,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,41,0.5934156745628281
2026-02-24 16:12:21,18.4150559,120.593812,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,11,0.5215386652701457
2026-02-24 16:12:31,18.4150492,120.5938244,5,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,10,1.5054742741140394
2026-02-24 16:12:33,18.415036,120.5938235,6,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,1.4708410321976066
2026-02-24 16:12:35,18.4150409,120.5938219,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.570404326011795
2026-02-24 16:12:41,18.4150452,120.5938183,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,6,0.6106282360500471
2026-02-24 16:12:43,18.415047,120.5938123,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.6638951706159307
2026-02-24 16:12:47,18.415049,120.5938076,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,4,0.5434418282156079
2026-02-24 16:12:57,18.415046,120.5938031,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,10,0.5802331795076575
2026-02-24 16:13:47,18.4150408,120.593806,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,50,0.6541698015540574
2026-02-24 16:14:42,18.4150443,120.5938094,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,55,0.5292739355463325
2026-02-24 16:15:43,18.4150475,120.5938041,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,61,0.6627707525966158
2026-02-24 16:20:20,18.4150505,120.5937993,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,277,0.6064029274429912
2026-02-24 16:22:37,18.4183151,120.59284,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,137,376.85107275012604
2026-02-24 16:23:22,18.4150455,120.5937391,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,45,375.73325916076465
2026-02-24 16:23:23,18.4150653,120.593801,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,6.8916520462047135
2026-02-24 16:23:25,18.4150665,120.5937963,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.5134942386028143
2026-02-24 16:30:47,18.4150685,120.5938012,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,442,0.5627605509495112
2026-02-24 16:30:49,18.4150686,120.5938082,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.7385904550462964
2026-02-24 16:30:54,18.4150667,120.5938125,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,5,0.5004370602831463
2026-02-24 16:33:59,18.4183151,120.59284,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,185,375.494317747131
2026-02-24 16:36:46,18.412954,120.5949978,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,167,638.1157553608933
2026-02-24 16:37:54,18.4183151,120.59284,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,68,638.1157553608933
2026-02-24 16:38:10,18.412954,120.5949978,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,16,638.1157553608933
2026-02-24 16:38:58,18.4183151,120.59284,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,48,638.1157553608933
2026-02-24 16:39:12,18.412954,120.5949978,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,14,638.1157553608933
2026-02-24 16:40:00,18.4183151,120.59284,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,48,638.1157553608933
2026-02-24 16:40:13,18.412954,120.5949978,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,13,638.1157553608933
2026-02-24 16:41:10,18.4151484,120.5938552,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,57,272.1587136801004
2026-02-24 16:41:11,18.415061,120.5937995,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,11.356941297890106
2026-02-24 16:41:12,18.4150547,120.5937964,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.7731126715878359
2026-02-24 16:41:15,18.4150599,120.5938012,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.7686199769923362
2026-02-24 16:41:20,18.415064,120.5938046,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,5,0.5800966568254645
2026-02-24 16:48:08,18.4150713,120.5938059,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,408,0.8232281809000186
2026-02-24 16:48:11,18.4150688,120.5938107,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.577687277469958
2026-02-24 16:49:41,18.415071,120.5938166,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,90,0.6688006766439899
2026-02-24 16:49:42,18.4150671,120.5938198,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.5495789516500997
2026-02-24 16:49:43,18.4150614,120.593821,2,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.6463314487211115
2026-02-24 16:49:44,18.4150563,120.5938236,3,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.6299504904555124
2026-02-24 16:49:46,18.4150562,120.5938188,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.5065267283714813
2026-02-24 16:49:51,18.4150552,120.593814,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,5,0.518468896582044
2026-02-24 16:49:54,18.4150604,120.5938109,3,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,3,0.6643001275998625
2026-02-24 16:49:56,18.4150669,120.5938176,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,1.0109590753682802
2026-02-24 16:49:58,18.41507,120.5938215,2,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.536763666083328
2026-02-24 16:49:59,18.4150703,120.5938279,1,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.6760296962940984
2026-02-24 16:50:00,18.4150715,120.5938356,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,1,0.8232430845654897
2026-02-24 16:50:02,18.4150754,120.5938386,0,4,0,0,0,0,null,GPX_4_652142-1771840022559-eb5e6d4e-d3c0-42bd-8cc8-56fcfdc54ae3-1_20260224-160013.zip,18,2,0.5368754563819884
