Lat,Lon
18.1850403,120.5890053
18.1850471,120.5890003
18.1850669,120.5889897
18.185091,120.5889757
18.1851199,120.5889648
18.18515,120.5889599
18.1851794,120.5889576
18.1852076,120.5889555
18.1852325,120.5889542
18.1852587,120.5889547
18.1852868,120.5889564
18.18532,120.5889582
18.1853557,120.5889564
18.1853956,120.58895
18.1854322,120.5889441
18.185464,120.5889395
18.1855039,120.5889343
18.1855554,120.588935
18.1856151,120.5889277
18.1856623,120.5889132
18.1857166,120.5888992
18.1857684,120.5888892
18.1858213,120.5888746
18.1858756,120.5888623
18.185922,120.588849
18.1859759,120.5888386
18.1860323,120.588829
18.1860763,120.5888216
18.1861217,120.5888118
18.1861656,120.5888025
18.1862125,120.5887903
18.1862603,120.5887868
18.1863052,120.5887799
18.1863625,120.5887699
18.1864196,120.5887767
18.1864732,120.5887834
18.1865243,120.5887908
18.1865699,120.5887988
18.1866132,120.5888119
18.1866532,120.5888287
18.1866968,120.5888475
18.1867425,120.5888685
18.1867933,120.5888903
18.1868494,120.5889138
18.1869036,120.5889462
18.1869682,120.5889741
18.1870367,120.5890093
18.1871089,120.5890354
18.1871704,120.589072
18.1872534,120.5891073
18.1873317,120.5891404
18.1874096,120.5891737
18.1874782,120.5892017
18.1875346,120.5892275
18.1875884,120.5892484
18.1876422,120.5892689
18.1877116,120.5892878
18.187768,120.5893131
18.1878255,120.5893417
18.1878846,120.5893713
18.1879463,120.5894003
18.1880292,120.5894279
18.1881162,120.5894591
18.1882134,120.5894959
18.1883149,120.5895382
18.1884191,120.5895834
18.1885255,120.5896293
18.1886304,120.589678
18.1887408,120.5897258
18.1888492,120.589771
18.1889655,120.5898201
18.1890768,120.5898727
18.1891942,120.5899203
18.1892977,120.5899707
18.1894089,120.5900264
18.1895203,120.5900761
18.189629,120.590128
18.1897359,120.5901773
18.1898398,120.5902256
18.1899501,120.590274
18.1900635,120.5903253
18.190177,120.5903743
18.1902924,120.5904264
18.1904056,120.590476
18.1905224,120.590524
18.1906296,120.5905721
18.1907359,120.5906188
18.1908384,120.5906637
18.1909472,120.5907175
18.1910542,120.5907697
18.1911607,120.5908194
18.1912689,120.590867
18.1913771,120.5909174
18.1914916,120.5909714
18.1916085,120.5910213
18.1917266,120.5910731
18.1918442,120.5911262
18.1919684,120.5911789
18.1920892,120.5912335
18.1922093,120.5912909
18.1923322,120.5913463
18.1924528,120.5914015
18.192577,120.5914603
18.1926994,120.5915113
18.1928247,120.5915695
18.1929494,120.5916224
18.1930714,120.5916779
18.1931874,120.5917312
18.1933011,120.5917891
18.1934223,120.5918501
18.1935415,120.591907
18.1936607,120.5919641
18.1937785,120.5920204
18.1938946,120.5920755
18.1940102,120.5921242
18.1941201,120.5921739
18.19423,120.5922188
18.1943407,120.5922602
18.1944483,120.5923071
18.1945531,120.5923617
18.1946465,120.5924135
18.1947297,120.5924676
18.1948104,120.5925223
18.1948889,120.59258
18.1949625,120.592642
18.1950321,120.5927099
18.1951057,120.5927778
18.1951892,120.5928362
18.1952753,120.5928879
18.1953635,120.5929394
18.1954545,120.59298
18.1955385,120.5930187
18.1956108,120.5930553
18.1956745,120.5930914
18.1957202,120.5931202
18.1957561,120.5931428
18.1957638,120.5931583
18.1957752,120.5931642
18.1957769,120.5931574
18.1957706,120.5931455
18.1957745,120.5931427
18.1957782,120.5931429
18.1957775,120.5931414
18.1957757,120.5931406
18.195777,120.5931454
18.1957824,120.5931414
18.1957834,120.5931415
18.1957832,120.5931417
18.1957833,120.5931416
18.1957817,120.5931424
18.1957812,120.5931425
18.1957809,120.5931421
18.1957809,120.5931424
18.1957804,120.5931414
18.1957804,120.5931413
18.1957805,120.5931414
18.1957808,120.5931417
18.1957806,120.5931412
18.1957805,120.5931412
18.1957751,120.5931783
18.1957649,120.5932144
18.1957526,120.5932545
18.1957369,120.5932963
18.1957222,120.5933339
18.1957084,120.5933703
18.1956948,120.5934064
18.1956849,120.5934405
18.1956763,120.5934721
18.1956618,120.593507
18.1956485,120.5935389
18.1956364,120.5935661
18.1956254,120.5935956
18.1956143,120.5936274
18.1956027,120.593659
18.1955893,120.5936836
18.1955793,120.5937022
18.1955747,120.5937139
18.1955746,120.59372
18.1955718,120.5937258
18.1955718,120.5937286
18.1955743,120.5937279
18.1955728,120.593727
18.1955722,120.5937276
18.1955713,120.5937272
18.1955704,120.5937276
18.1955705,120.5937278
18.1955709,120.5937288
18.1955725,120.5937303
18.1955741,120.5937316
18.1955747,120.5937325
18.1955754,120.5937334
18.1955755,120.5937335
18.1955755,120.5937337
18.1955756,120.5937339
18.1955756,120.5937341
18.1955756,120.5937342
18.195576,120.5937342
18.1955762,120.5937343
18.1955763,120.5937344
18.1955764,120.5937346
18.1955763,120.5937347
18.1955761,120.5937348
18.1955761,120.5937348
18.1955761,120.5937348
18.1955762,120.5937349
18.1955765,120.5937351
18.1955767,120.5937353
18.1955767,120.5937354
18.1955768,120.5937357
18.1955768,120.5937358
18.1955768,120.593736
18.1955768,120.593736
18.1955768,120.5937361
18.195577,120.5937363
18.1955771,120.5937364
18.1955771,120.5937364
18.195577,120.5937365
18.1955772,120.5937366
18.1955772,120.5937366
18.1955774,120.5937366
18.195577,120.5937367
18.1955768,120.5937368
18.1955764,120.593737
18.1955763,120.593737
18.1955763,120.5937371
18.1955763,120.5937371
18.195576,120.5937371
18.1955757,120.5937372
18.1955755,120.5937371
18.1955729,120.5937465
18.1955672,120.5937658
18.1955591,120.5937927
18.1955557,120.5938197
18.1955554,120.5938463
18.1955623,120.5938726
18.195586,120.5938991
18.1956164,120.5939236
18.1956513,120.593942
18.1956926,120.5939578
18.1957474,120.5939875
18.1958019,120.5940119
18.1958628,120.5940339
18.1959241,120.5940559
18.1959821,120.5940842
18.1960348,120.5941087
18.1960852,120.5941344
18.1961316,120.5941584
18.1961654,120.5941757
18.1961971,120.5941891
18.1962253,120.5942018
18.196252,120.5942114
18.1962722,120.5942165
18.1962871,120.5942256
18.1963042,120.5942326
18.1963249,120.5942405
18.19634,120.5942473
18.1963565,120.5942557
18.1963814,120.5942676
18.196412,120.5942818
18.1964583,120.5943103
18.1965159,120.5943357
18.1965791,120.5943708
18.1966432,120.5944047
18.1967086,120.5944349
18.1967761,120.5944665
18.1968438,120.5945047
18.1969143,120.5945366
