OriginalLat,OriginalLon,SnappedLat,SnappedLon,DeviationMeters,Timestamp,Speed,DeviceID,TrackingID,UserID,ModeID,CauseID,KilometerPostID,FilePath,DistrictID,SecDiff,DistanceDiff,IsBreak
18.2104413,120.6022961,18.2104413,120.6022961,1.7976931348623157E+308,1/19/2026 11:09:52 AM,54,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,15.513082865046842,False
18.2105727,120.6023389,18.2105727,120.6023389,1.7976931348623157E+308,1/19/2026 11:09:53 AM,53,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,15.294416093600667,False
18.2107026,120.6023764,18.2107026,120.6023764,1.7976931348623157E+308,1/19/2026 11:09:54 AM,54,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,14.977474097002679,False
18.210826,120.6024168,18.210826,120.6024168,1.7976931348623157E+308,1/19/2026 11:09:55 AM,53,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,14.369687165427193,False
18.210953,120.6024648,18.210953,120.6024648,1.7976931348623157E+308,1/19/2026 11:09:56 AM,52,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,15.00430312743706,False
18.2110751,120.60251,18.2110751,120.60251,1.7976931348623157E+308,1/19/2026 11:09:57 AM,51,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,14.391867899598282,False
18.2111954,120.6025566,18.2111954,120.6025566,1.7976931348623157E+308,1/19/2026 11:09:58 AM,50,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,14.253592305854237,False
18.2113084,120.6026025,18.2113084,120.6026025,1.7976931348623157E+308,1/19/2026 11:09:59 AM,49,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,13.467922245794382,False
18.2114203,120.6026523,18.2114203,120.6026523,1.7976931348623157E+308,1/19/2026 11:10:00 AM,47,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,13.508889647798515,False
18.2115306,120.6026936,18.2115306,120.6026936,1.7976931348623157E+308,1/19/2026 11:10:01 AM,46,b8,330473-1768743749381-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-1,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,13.017493641017326,False
