OriginalLat,OriginalLon,SnappedLat,SnappedLon,DeviationMeters,Timestamp,Speed,DeviceID,TrackingID,UserID,ModeID,CauseID,KilometerPostID,FilePath,DistrictID,SecDiff,DistanceDiff,IsBreak
18.1851028,120.5890407,18.1851028,120.5890407,1.7976931348623157E+308,1/19/2026 5:00:01 PM,7,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,2.1175541804974842,False
18.1851234,120.5890349,18.1851234,120.5890349,1.7976931348623157E+308,1/19/2026 5:00:02 PM,8,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,2.3711480508041562,False
18.1851492,120.5890278,18.1851492,120.5890278,1.7976931348623157E+308,1/19/2026 5:00:03 PM,11,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,2.9652584948664527,False
18.1851772,120.589019,18.1851772,120.589019,1.7976931348623157E+308,1/19/2026 5:00:04 PM,11,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,3.249285062697793,False
18.1852022,120.5890121,18.1852022,120.5890121,1.7976931348623157E+308,1/19/2026 5:00:05 PM,10,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,2.8738517496602323,False
18.1852217,120.5890096,18.1852217,120.5890096,1.7976931348623157E+308,1/19/2026 5:00:06 PM,8,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,2.1843259149970398,False
18.1852382,120.5890049,18.1852382,120.5890049,1.7976931348623157E+308,1/19/2026 5:00:07 PM,7,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,1.900712715490752,False
18.185254,120.5889984,18.185254,120.5889984,1.7976931348623157E+308,1/19/2026 5:00:08 PM,7,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,1.8863026715297828,False
18.1852659,120.5889918,18.1852659,120.5889918,1.7976931348623157E+308,1/19/2026 5:00:09 PM,5,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,1.4956740036540557,False
18.185291,120.5889785,18.185291,120.5889785,1.7976931348623157E+308,1/19/2026 5:00:10 PM,13,b8,963432-1768743768557-1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b-2,1c1e3da9-2dd3-4135-a5c5-ffa5fce7f49b,1,0,null,null,18,1,3.1246977197966865,False
